שם הקרן,מס' קרן,פרופיל חשיפה מניות,"פרופיל חשיפה מט""ח",סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מאפייני הקרן,מנהל קרן,נאמן,מעמד מס,דמי ניהול,דמי נאמנות,שווי נכסי הקרן,תאריך נכונות,מחיר קניה,מחיר פדיון,שינוי יומי %,תשואות מתחילת החודש,תשואות מתחילת השנה,תשואות 12 חודשים,סטיית תקן,נכס ייחוס,סיווג עמלת הפצה
קסם CSI300 KTF,5132394,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אסיה ופסיפיק- שווקים מתעוררים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב,קרן להשק חוץ-פטור ממס לתושבי חוץ",קסם,הרמטיק נאמנות,פטורה,0.500,0.0300,8.6,25.02.2026,107.15,107.15,‎-0.04,2.05,1.33,17.01,1.60,"CSI300,דולר ארה""ב",לא נגבית עמלת הפצה
קסם KTF תבונצ בנק לל COCO,5132402,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות צמודות מדד",בריבית קבועה,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,יובנק נאמנות,פטורה,0.150,0.0250,90.8,26.02.2026,114.25,114.25,‎-0.10,‎-0.13,0.07,5.20,0.17,תל בונד צמודות - בנקים ללא COCO,לא נגבית עמלת הפצה
פלקון 20/80,5132410,2,B,"אג""ח בארץ - כללי","אג""ח כללי בארץ - עד 20% מניות",,,סיגמא,מזרחי טפחות נאמנות,פטורה,0.790,0.0400,41.2,26.02.2026,137.31,137.31,‎-0.09,0.70,2.25,14.23,0.41,"All-Bond כללי,ת""א 125",0.35%
אלפי בנדק עוקבת תיק3 בינ,5132428,2,B,"אג""ח בארץ - כללי","אג""ח כללי בארץ - עד 30% מניות",,הקרן עוקבת תיק של - הבנק הבינלאומי הראשון לישראל,הראל,יובנק נאמנות,פטורה,0.590,0.0400,78.3,26.02.2026,138.73,138.73,‎-0.16,0.25,1.51,9.38,0.46,"All-Bond כללי,ת""א 125,S&P 500 - NTR,דולר ארה""ב",0.35%
אלפי בנדק מניות חול,5132436,4,D,"מניות בחו""ל","מניות כללי בחו""ל","מניות כללי בחו""ל חשופת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",הראל,יובנק נאמנות,פטורה,1.690,0.0400,63.0,25.02.2026,167.02,167.02,‎-0.22,0.18,6.48,19.33,1.64,"MSCI AC WORLD INDEX - NTR,דולר ארה""ב",0.35%
קסם KTF אי מפ בור עול מד,5132451,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Financial,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",קסם,יובנק נאמנות,פטורה,0.700,0.0250,6.4,25.02.2026,130.00,130.00,2.82,2.67,3.91,11.29,1.40,"אינדקס מפעילי בורסות עולמיות ",לא נגבית עמלת הפצה
איביאי מחקה BStarGreenTec,5132493,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Technology,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.800,0.0300,10.4,24.02.2026,109.93,109.90,‎-0.05,5.32,5.78,21.85,1.59,"BlueStar Global GreenTech Index,דולר ארה""ב",לא נגבית עמלת הפצה
איביאי מחקה תלבונד שקלי50,5132519,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות שקלי",בריבית קבועה,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.200,0.0200,289.2,26.02.2026,112.66,112.66,‎-0.22,0.18,1.07,8.16,0.36,תל בונד שקלי-50,לא נגבית עמלת הפצה
איביאי מחקה ISE CyberSecu,5132527,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Cyber Security,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.500,0.0230,15.8,24.02.2026,100.18,100.17,0.83,‎-5.43,‎-11.58,‎-21.15,1.83,"ISE Cyber Security - NTR,דולר ארה""ב",לא נגבית עמלת הפצה
תכלית TTF אגחישראל A&UP,5132535,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מיטב קרנות נאמנות,יובנק נאמנות,פטורה,0.250,0.0300,212.0,26.02.2026,117.65,117.65,‎-0.20,‎-0.20,0.27,6.67,0.29,אינדקס ישראל A ומעלה פקטור מרווח,לא נגבית עמלת הפצה
"ת.פ (0B)(!) אג""ח חברות",5132568,0,B,"אג""ח בארץ - חברות והמרה",חברות והמרה ללא מניות,חברות והמרה ללא מניות עם סימן קריאה,,תמיר פישמן,יובנק נאמנות,פטורה,0.550,0.0400,49.0,26.02.2026,126.25,126.25,‎-0.13,‎-0.28,0.61,5.78,0.32,"אג""ח כללי - קונצרני",0.35%
הראל מחקהאינ A-AAA תשק $,5132592,0,D,"אג""ח בארץ - חברות והמרה","אג""ח חברות שקלי",בריבית קבועה,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",הראל,מזרחי טפחות נאמנות,פטורה,0.350,0.0200,123.3,25.02.2026,121.41,121.41,‎-0.52,0.58,‎-1.92,‎-6.37,1.02,"אינדקס A-AAA ת""א שקלי,דולר ארה""ב",לא נגבית עמלת הפצה
איביאי מחקה אינאגח מ-גבוה,5132626,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.300,0.0200,330.6,26.02.2026,120.38,120.38,‎-0.26,‎-0.89,‎-0.24,6.01,0.33,"אינדקס אג""ח במרווח גבוה",לא נגבית עמלת הפצה
"הראל אג""ח ישראל - נקובה $",5132634,0,D,"אג""ח בארץ - כללי","אג""ח כללי בארץ - ללא מניות","אג""ח כללי בארץ ללא מניות וללא סימן קריאה","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",הראל,יובנק נאמנות,פטורה,0.490,0.0400,31.3,25.02.2026,123.15,123.15,‎-0.48,0.93,‎-1.78,‎-7.12,1.12,"All-Bond כללי,דולר ארה""ב",0.35%
איביאי מחקה אנדק רכ חש גל,5132709,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Transportation,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.800,0.0300,5.8,24.02.2026,41.75,41.75,‎-0.05,1.21,‎-8.28,‎-8.48,2.71,"אינדקס רכב חשמלי ,דולר ארה""ב",לא נגבית עמלת הפצה
קסם KTF תא-בנייה,5132782,4,A,מניות בארץ,מניות לפי ענפים,"נדל""ן ובנייה",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,יובנק נאמנות,פטורה,0.000,0.0250,47.4,26.02.2026,179.32,179.32,‎-0.06,3.70,7.88,17.24,4.37,"ת""א-בנייה",לא נגבית עמלת הפצה
קבין (1B)י 10/90,5132790,1,B,"אג""ח בארץ - כללי","אג""ח כללי בארץ - עד 10% מניות","אג""ח כללי בארץ- עד 10% מניות ללא סימן קריאה",,איילון,יובנק נאמנות,פטורה,0.790,0.0400,1147.3,26.02.2026,141.66,141.66,‎-0.23,‎-0.37,0.75,8.24,0.37,"All-Bond כללי,ת""א 125",0.35%
קסם אקטיב דולר פי 3,5132832,0,F,ממונפות ואסטרטגיות,ממונפות בסיכון גבוה,,הקרן הינה קרן ממונפת,קסם,יובנק נאמנות,פטורה,1.000,0.0400,28.7,26.02.2026,83.95,83.78,3.11,3.33,‎-5.59,‎-32.69,3.04,"דולר ארה""ב",0.35%
הראל מחקהאנד A-AA צמו0-2,5132865,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות צמודות מדד",בריבית קבועה - קצר,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,מזרחי טפחות נאמנות,פטורה,0.200,0.0200,128.2,26.02.2026,121.11,121.11,‎-0.11,‎-0.20,0.10,4.74,0.18,אינדקס A-AA צמוד 0-2,לא נגבית עמלת הפצה
אקורד (2B)י 30/70,5132873,2,B,"אג""ח בארץ - כללי","אג""ח כללי בארץ - עד 30% מניות",,,איילון,יובנק נאמנות,פטורה,0.880,0.0400,243.3,26.02.2026,148.22,148.22,‎-0.37,‎-2.08,‎-0.76,8.96,0.69,"All-Bond כללי,ת""א 125",0.35%
תכלית TTF ביג טק30 סין מד,5132923,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Technology,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מיטב קרנות נאמנות,אלמגור-בריטמן נאמנות,פטורה,0.800,0.0300,12.6,24.02.2026,53.35,53.27,0.06,‎-7.03,‎-5.20,11.12,1.88,"אינדקס ביג טק 30 סין ",לא נגבית עמלת הפצה
קסם KTF אינ אג A משק שו,5132931,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,אלמגור-בריטמן נאמנות,פטורה,0.200,0.0250,65.8,26.02.2026,117.31,117.31,‎-0.24,‎-0.75,‎-0.04,5.96,0.25,"אינדקס אג""ח A משקל שווה",לא נגבית עמלת הפצה
קסם KTF אינ אג AA משק שו,5132949,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,אלמגור-בריטמן נאמנות,פטורה,0.350,0.0250,46.8,26.02.2026,114.17,114.17,‎-0.21,‎-0.10,0.43,6.79,0.28,"אינדקס אג""ח AA משקל שווה",לא נגבית עמלת הפצה
"קסם KTF אינ אג""ח סקט באלא",5132956,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,יובנק נאמנות,פטורה,0.000,0.0250,25.1,26.02.2026,115.41,115.41,‎-0.20,‎-0.21,0.36,6.91,0.23,"אינדקס אג""ח סקטור באלאנס",לא נגבית עמלת הפצה
קסם MVSMHTR KTF ממ,5132972,4,A,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Semiconductor,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",קסם,אלמגור-בריטמן נאמנות,פטורה,0.500,0.0250,368.9,25.02.2026,290.16,290.16,1.65,1.82,17.98,69.63,3.64,MVIS US Listed Semiconductor 25,לא נגבית עמלת הפצה
הראל 15/85 - נקובה $,5132998,2,D,"אג""ח בארץ - כללי","אג""ח כללי בארץ - עד 15% מניות",,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",הראל,יובנק נאמנות,פטורה,0.690,0.0400,220.9,25.02.2026,135.55,135.55,‎-0.49,0.90,‎-1.05,‎-2.67,0.94,"All-Bond כללי,ת""א 125,MSCI AC WORLD INDEX - RT - NTR ,דולר ארה""ב",0.35%
קסם KTF אינ אג חב בנ ביש,5133004,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קסם,אלמגור-בריטמן נאמנות,פטורה,0.250,0.0250,4.7,26.02.2026,116.63,116.63,‎-0.18,‎-0.21,0.53,6.75,0.26,"אינדקס אג""ח חברות בנייה בישראל",לא נגבית עמלת הפצה
קסם SP RBanks KTF,5133012,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Banking,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",קסם,מזרחי טפחות נאמנות,פטורה,0.500,0.0250,3.4,25.02.2026,7974.27,7974.27,1.37,0.98,4.45,‎-4.96,2.81,"S&P Regional Banks Select Industry Index -NTR,דולר ארה""ב",לא נגבית עמלת הפצה
MTF מח אנד היטק יש חול מד,5133038,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Technology,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מגדל,מזרחי טפחות נאמנות,פטורה,0.500,0.0300,4.8,25.02.2026,35.46,35.46,1.78,‎-16.78,‎-21.13,‎-37.59,2.69,"אינדקס הייטק ישראלי בחו""ל",לא נגבית עמלת הפצה
MTF מח S&P CHINA 500 מד,5133061,4,A,"מניות בחו""ל","מניות גיאוגרפי - מנוטרלת מט""ח",אסיה ופסיפיק- שווקים מתעוררים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מגדל,אלמגור-בריטמן נאמנות,פטורה,0.500,0.0300,10.8,25.02.2026,82.17,82.17,‎-0.62,‎-1.27,3.29,33.87,1.77,S&P China 500 Index,לא נגבית עמלת הפצה
"פסטרנק שהם מנ חו""ל",5133111,4,D,"מניות בחו""ל","מניות כללי בחו""ל","מניות כללי בחו""ל חשופת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",איילון,מזרחי טפחות נאמנות,פטורה,1.750,0.0400,301.7,25.02.2026,143.35,143.35,0.43,‎-2.44,‎-2.23,‎-3.06,1.54,"S&P 500 - NTR,דולר ארה""ב",0.35%
מור מניות צמיחה גלובלי,5133129,4,D,"מניות בחו""ל","מניות כללי בחו""ל","מניות כללי בחו""ל חשופת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",מור קרנות,יובנק נאמנות,פטורה,1.760,0.0300,241.7,25.02.2026,166.20,166.20,0.50,‎-1.22,2.74,8.54,1.29,"MSCI AC WORLD INDEX - NTR,דולר ארה""ב",0.35%
איביאיצמוד 20/90,5133137,2,C,ממונפות ואסטרטגיות,אסטרטגיות (לא ממונפות),,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.890,0.0500,674.6,25.02.2026,131.71,131.70,‎-0.09,1.34,1.57,10.99,0.34,All-Bond צמוד,0.35%
הראל מחקהאנדA-AAAריא פקט,5133145,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,מזרחי טפחות נאמנות,פטורה,0.300,0.0200,47.2,26.02.2026,117.33,117.33,‎-0.24,‎-0.58,0.03,6.08,0.27,אינדקס A-AAA ריאליות פקטור מרווח,לא נגבית עמלת הפצה
הראל מחקהאנד מנפיש מש ש,5133152,0,A,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,מזרחי טפחות נאמנות,פטורה,0.200,0.0200,16.1,26.02.2026,115.78,115.78,‎-0.21,‎-0.16,0.42,6.50,0.26,"אינדקס אג""ח מנפיקים ישראלים במשקל שווה",לא נגבית עמלת הפצה
אביב-שגב (4D) גמישה,5133186,4,D,גמישות,,,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",איילון,יובנק נאמנות,פטורה,1.850,0.0400,19.9,25.02.2026,168.56,168.56,0.12,‎-0.01,6.04,28.21,1.52,אחר,0.35%
MTF מח תלבונד שקל AA-AAA,5133202,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות שקלי",בריבית קבועה,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,אלמגור-בריטמן נאמנות,פטורה,0.000,0.0300,65.1,26.02.2026,111.42,111.42,‎-0.24,0.14,0.97,8.07,0.34,תל בונד-שקלי AA-AAA,לא נגבית עמלת הפצה
MTF מח תלבונד צמד AA-AAA,5133210,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות צמודות מדד",בריבית קבועה,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,אלמגור-בריטמן נאמנות,פטורה,0.100,0.0300,359.7,26.02.2026,112.78,112.78,‎-0.15,‎-0.27,0.01,6.61,0.32,תל בונד-צמודות AA-AAA,לא נגבית עמלת הפצה
ATF מחקה בנקים וביטוח יש,5133236,4,0,מניות בארץ,מניות לפי ענפים,שילוב ענפים,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,אנליסט,מזרחי טפחות נאמנות,פטורה,0.500,0.0200,663.8,26.02.2026,415.39,415.39,‎-2.36,4.23,12.72,99.39,3.28,אינדקס בנקים וביטוח ישראל,לא נגבית עמלת הפצה
